,words,vectors
1129,"['able', 'also', 'another', 'better', 'class', 'could', 'everyone', 'first', 'get', 'hard', 'help', 'home', 'kid', 'life', 'like', 'make', 'many', 'much', 'nt', 'online', 'others', 'reason', 'school', 'student', 'thing', 'think', 'time', 'way', 'work', 'working', 'would']","[0.20371419604636687, 0.0, 0.0, 0.08627985933779048, 0.0, 0.06215619477040026, 0.0, 0.0, 0.0, 0.18850463365233636, 0.0, 0.0, 0.2213988229206722, 0.0, 0.1730270719516495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06593429703555215, 0.0, 0.0, 0.0, 0.0, 0.054222712793883625, 0.0, 0.0, 0.0, 0.03750052204018985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05624033585288114, 0.041070744704957085, 0.0, 0.0, 0.12904024538199724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07420983655831893, 0.0, 0.0, 0.043155755736664116, 0.07274521296200849, 0.0, 0.03935591424896242, 0.0508899489483442, 0.0, 0.0, 0.12008952470290267, 0.0, 0.0, 0.0, 0.0, 0.03943839451595678, 0.0, 0.25836564668180695, 0.05893391014320996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05263950146642228, 0.0, 0.1637572936854937, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6006660350763615, 0.0, 0.0, 0.0, 0.0, 0.03964571992026419, 0.03953494551926306, 0.11008071192801584, 0.0, 0.0, 0.0, 0.046634562452051394, 0.25223796699141166, 0.06901010006196727, 0.0, 0.472551047098095, 0.0]"
1130,"['activity', 'also', 'change', 'different', 'get', 'go', 'job', 'learn', 'life', 'like', 'lot', 'new', 'others', 'person', 'really', 'reason', 'something', 'take', 'thing', 'use']","[0.0, 0.7240149756751636, 0.0, 0.09490175392509617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14431341983553678, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13645118841127293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08249585342478563, 0.0, 0.099347241728237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13117777798941252, 0.0, 0.0, 0.0, 0.23751391851893344, 0.18987313807910236, 0.08001459845595107, 0.11139459252998332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13382276131794638, 0.0, 0.0, 0.0, 0.12964628086279095, 0.0, 0.0, 0.22644318890072104, 0.0, 0.0, 0.0, 0.0, 0.1258068257274334, 0.1157994705426713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10330819080633544, 0.0, 0.0, 0.0, 0.10882286152050921, 0.0, 0.0, 0.3488599434383405, 0.0, 0.0, 0.0, 0.1508095865102808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1131,"['able', 'agree', 'also', 'always', 'best', 'day', 'different', 'example', 'get', 'give', 'go', 'goal', 'going', 'good', 'hard', 'help', 'home', 'keep', 'life', 'lot', 'many', 'may', 'much', 'need', 'never', 'new', 'nt', 'one', 'others', 'person', 'really', 'say', 'someone', 'something', 'thing', 'think', 'time', 'try', 'use', 'want', 'way']","[0.13324881597359403, 0.0, 0.061303252026381656, 0.1693061552251188, 0.363558379932926, 0.0, 0.0, 0.0, 0.05813357938007929, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05060358676316819, 0.0, 0.12171548538525863, 0.0, 0.0, 0.0, 0.08885347162789076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036793460572892275, 0.052896165064846803, 0.08861848613727424, 0.1500951914608809, 0.41891335787005335, 0.07363718629082522, 0.0, 0.05517994063100051, 0.04029636772473881, 0.0, 0.0, 0.0633036144895601, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06631152631757278, 0.0, 0.0, 0.0, 0.04234206647813061, 0.0, 0.04968240678935667, 0.0, 0.04993043371984812, 0.1360782333827931, 0.0, 0.05891263577128662, 0.0, 0.044714294703536266, 0.41737631821171456, 0.23874181733493488, 0.03869479502514361, 0.03869479502514361, 0.0, 0.11564545671853234, 0.0, 0.0, 0.050497256510079726, 0.0, 0.0, 0.0, 0.0, 0.11222063388733479, 0.0, 0.10915520278854603, 0.0, 0.0, 0.0, 0.17951019126030685, 0.2764550474349817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23338926821448358, 0.11636857676185179, 0.03600172400994535, 0.11997777512056099, 0.06726164219077078, 0.07677186806380779, 0.2287764065090531, 0.0, 0.0, 0.0, 0.0, 0.0]"
1132,"['also', 'always', 'class', 'could', 'family', 'friend', 'future', 'go', 'group', 'help', 'home', 'know', 'learn', 'life', 'make', 'many', 'might', 'much', 'need', 'new', 'nt', 'people', 'phone', 'really', 'reason', 'school', 'see', 'something', 'student', 'take', 'teacher', 'thing', 'think', 'time', 'use', 'want', 'way', 'work']","[0.0, 0.0, 0.0, 0.08629425626634457, 0.03529587874080055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11071788311212143, 0.0, 0.03845687639839877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04103963760248788, 0.0, 0.0, 0.07331482013722346, 0.04085109210411273, 0.0, 0.0, 0.0, 0.06022436173882531, 0.0, 0.0, 0.0, 0.06247891007179585, 0.0, 0.05477013053136862, 0.0, 0.0, 0.12906177744298605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058665719813811905, 0.03599527248582014, 0.028775304561152387, 0.0, 0.0, 0.02624165420035417, 0.03393229373680052, 0.0, 0.22144656551932648, 0.08007304214566795, 0.0, 0.12154980192059678, 0.0, 0.04056172192755402, 0.10518660088117932, 0.0, 0.0, 0.0, 0.0, 0.046300236552999974, 0.0, 0.7205589777713655, 0.0, 0.0, 0.0, 0.07626417855211408, 0.03509885670607456, 0.0, 0.054594872914099056, 0.03769063107235491, 0.0, 0.0, 0.03131274580689228, 0.0, 0.4313193690968598, 0.0, 0.06596848854236975, 0.07885994221991059, 0.0, 0.026434890219812237, 0.1054441131854732, 0.12233231149072475, 0.0, 0.27426260458813634, 0.10434700377250979, 0.031094896027826793, 0.0840933520705021, 0.0, 0.0, 0.0, 0.0]"
1133,"['agree', 'also', 'always', 'another', 'better', 'change', 'come', 'different', 'even', 'example', 'going', 'idea', 'important', 'job', 'like', 'many', 'new', 'one', 'person', 'reason', 'see', 'start', 'thing', 'think', 'try', 'use', 'way', 'work', 'world', 'would']","[0.0, 0.0, 0.08433644811868582, 0.11645939900686358, 0.07145093433946031, 0.08389759954492464, 0.0, 0.0, 0.0, 0.1272205153882572, 0.0, 0.3541905907437057, 0.0, 0.08532120154514458, 0.0, 0.0, 0.0, 0.25117064867986927, 0.07491354160883071, 0.0, 0.0, 0.12223798823732697, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06403442178280129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31407842884769416, 0.4607786587219998, 0.0, 0.08048789698744906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049095257266322086, 0.0, 0.0, 0.20607171530534538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16422160510150122, 0.0, 0.0532334169106856, 0.0, 0.0, 0.0, 0.0, 0.27788145737949205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21315628300226125, 0.0, 0.0, 0.07629873237440106, 0.0, 0.0, 0.0, 0.18013732207419741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053513261965717124, 0.21345496064923825, 0.0, 0.08252824338336964, 0.09253355751108214, 0.0, 0.314733540237424, 0.056744571807746065, 0.0, 0.08564027626166465, 0.06378430767909682, 0.0]"
1134,"['able', 'always', 'another', 'class', 'come', 'day', 'example', 'feel', 'first', 'friend', 'get', 'go', 'help', 'home', 'know', 'learn', 'like', 'need', 'never', 'nt', 'play', 'really', 'school', 'someone', 'student', 'take', 'teacher', 'thing', 'time', 'try', 'want', 'work', 'would']","[0.20678770530784793, 0.0, 0.0, 0.0, 0.040300225764250394, 0.047320475708207126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.379247309720657, 0.04812342506831952, 0.0, 0.03926563816212758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06894547382022759, 0.0, 0.0, 0.04557710845399667, 0.04128059275626629, 0.20927399379209385, 0.0, 0.0, 0.05709945883279696, 0.0, 0.034381568913553776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03126779533895175, 0.0, 0.0, 0.4420815364890225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06698350735169298, 0.16439512593263864, 0.0, 0.05538205959313924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13878346803525038, 0.046265911559202545, 0.0, 0.3903258034897082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.055962595677992, 0.0, 0.0, 0.04353856205062413, 0.0, 0.0, 0.062335484552348844, 0.0, 0.0, 0.046430056756186534, 0.0, 0.0, 0.3517664419274846, 0.0, 0.3012867310778355, 0.04502046115010617, 0.0, 0.21128031298342212, 0.0, 0.08380615438209645, 0.046548122442675983, 0.0, 0.02978540243137642, 0.0, 0.2240381253404349, 0.0, 0.0, 0.10792813376539931, 0.0]"
1135,"['always', 'bad', 'better', 'different', 'future', 'generic', 'get', 'go', 'good', 'hard', 'help', 'home', 'homework', 'important', 'job', 'keep', 'learn', 'life', 'might', 'name', 'others', 'school', 'student', 'thing', 'think', 'try', 'work']","[0.0, 0.0, 0.0, 0.0, 0.08750616347763951, 0.0, 0.0, 0.18628327621934337, 0.0, 0.0779036643830575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.205072940821592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3038362385156062, 0.13533835825906815, 0.24796658005523292, 0.0, 0.14930929705292317, 0.0, 0.0, 0.18610196926079725, 0.0, 0.1859403947450492, 0.407361213287721, 0.0, 0.0, 0.10665740967075589, 0.26737915096660625, 0.0, 0.0, 0.09405282335794139, 0.0, 0.09857375745841541, 0.11172530487201283, 0.0, 0.0, 0.2677203382607934, 0.07134024126551482, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10980284415752996, 0.0, 0.13567565763843917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09742291141862322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2030288539922217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3819052026323878, 0.0, 0.0, 0.0, 0.0, 0.06553784485933092, 0.06535472507939508, 0.0, 0.10107257552039049, 0.0, 0.0, 0.0, 0.20848571777185193, 0.0, 0.0, 0.0, 0.0]"
1136,"['also', 'come', 'day', 'different', 'example', 'family', 'first', 'friend', 'get', 'go', 'going', 'group', 'home', 'learn', 'life', 'like', 'make', 'one', 'see', 'thing', 'want', 'would']","[0.0, 0.0, 0.0, 0.319854053759, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09373337804772557, 0.0, 0.0764804437944888, 0.0, 0.27593462047936224, 0.0, 0.0, 0.0, 0.06714497308843181, 0.0, 0.0912693035659817, 0.0, 0.24121533752205318, 0.08152353390401228, 0.0, 0.0, 0.05560831500975703, 0.0, 0.2678695950899492, 0.0, 0.14069569008258756, 0.0, 0.13894875644488439, 0.0, 0.0, 0.0, 0.0, 0.09567480962595847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08005098590951958, 0.12798855743483392, 0.5393576539425088, 0.0, 0.05835961629301648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05848192362154368, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16764269130522952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0587893597788296, 0.0, 0.0, 0.0, 0.0, 0.11603024441590701, 0.0, 0.0, 0.0, 0.0, 0.49051149794505233, 0.0]"
1137,"['able', 'also', 'another', 'best', 'come', 'day', 'even', 'every', 'family', 'friend', 'get', 'going', 'good', 'hard', 'help', 'home', 'homework', 'hour', 'job', 'kid', 'know', 'learn', 'like', 'lot', 'make', 'might', 'need', 'nt', 'one', 'play', 'really', 'reason', 'say', 'school', 'see', 'something', 'student', 'take', 'teacher', 'thing', 'time', 'want', 'work', 'would']","[0.055938804767516226, 0.0, 0.0, 0.03553796667489168, 0.0, 0.07680488106988823, 0.0, 0.0, 0.024404891883043803, 0.0, 0.0, 0.0, 0.0, 0.05207208766369066, 0.0, 0.12746248316571437, 0.0, 0.0, 0.045720224694545, 0.025884764322413874, 0.0, 0.0, 0.0, 0.10140642053617131, 0.0, 0.0, 0.06793365435857017, 0.0, 0.0, 0.07723078785616368, 0.0, 0.0, 0.0, 0.039080626669368845, 0.07728354202351773, 0.0, 0.046329866475547016, 0.08458351507757145, 0.0, 0.0, 0.02657530955255438, 0.09993234966194314, 0.41620225588983645, 0.0, 0.0, 0.0, 0.1964891610476885, 0.0, 0.03056642325103533, 0.018119923207289623, 0.022235526141621414, 0.0, 0.014981578399893345, 0.0417140585222295, 0.016210378410143316, 0.0, 0.0, 0.027359042210429157, 0.0, 0.0, 0.07508552127724652, 0.0, 0.0, 0.09746610813530296, 0.09746610813530296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030277242152808345, 0.0, 0.0, 0.11777755929843589, 0.021681779076304798, 0.045824133847141645, 0.48901457832256745, 0.02328280784188265, 0.0, 0.0, 0.01934296728075555, 0.0, 0.3615983759765368, 0.0, 0.08150203902942861, 0.1705008088511955, 0.0, 0.032659493980220916, 0.0, 0.36273074175796266, 0.0, 0.0, 0.03222937860933718, 0.0, 0.10389475056963823, 0.0, 0.0, 0.33088783335814903, 0.0]"
1138,"['another', 'better', 'class', 'even', 'every', 'example', 'friend', 'get', 'give', 'going', 'help', 'high', 'high school', 'important', 'keep', 'know', 'learn', 'life', 'make', 'may', 'never', 'new', 'one', 'others', 'people', 'problem', 'school', 'self', 'someone', 'something', 'start', 'take', 'thing', 'think', 'time', 'try', 'want', 'way', 'work', 'would']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.06322250936955796, 0.0, 0.0, 0.0, 0.0719019400116495, 0.0, 0.0, 0.11259850452731604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.056452414752760194, 0.031960854546734196, 0.0, 0.0921145825216621, 0.0, 0.0, 0.0, 0.0, 0.08388013963497044, 0.0, 0.0, 0.038143858625950926, 0.027418783265727963, 0.0, 0.0, 0.024127131485863172, 0.0, 0.0, 0.0, 0.14621365465347697, 0.036436680767603695, 0.03935912760004685, 0.0, 0.0, 0.0, 0.0, 0.05787130825029327, 0.0, 0.0, 0.03437265000009334, 0.0, 0.044746648863610024, 0.35691510662788734, 0.0438961101381791, 0.0, 0.0, 0.08006216167330295, 0.0, 0.03526814830273516, 0.0, 0.0, 0.0, 0.0, 0.030906779605086594, 0.18562811135592727, 0.0, 0.020057488042952022, 0.0, 0.08991741772426198, 0.0, 0.07063001814055656, 0.0, 0.0, 0.0, 0.0, 0.033761921781110454, 0.0, 0.0, 0.0, 0.020820827016132967, 0.0, 0.3239814511273265, 0.09304929803742441, 0.023883461176702543, 0.10180923168020473, 0.0, 0.0, 0.05031675742216889, 0.0, 0.0, 0.22179222032644033, 0.020106591730313515, 0.01866153182581583, 0.7151919803651844, 0.0, 0.059692168858537585, 0.02371729859317343, 0.1282826055422157, 0.0, 0.0, 0.16823024783916435, 0.0]"
1139,"['also', 'another', 'bad', 'best', 'better', 'class', 'could', 'everyone', 'family', 'future', 'get', 'give', 'go', 'going', 'good', 'hard', 'help', 'high', 'high school', 'idea', 'life', 'like', 'may', 'need', 'one', 'others', 'school', 'start', 'student', 'take', 'thing', 'think', 'want', 'work', 'working', 'would', 'year']","[0.0, 0.0, 0.0, 0.05104428595767264, 0.0, 0.03677241252190429, 0.0, 0.06666773869729659, 0.14021401859485746, 0.05576089540680159, 0.0, 0.0, 0.22921923610605383, 0.0, 0.03412168806218089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03900758691694732, 0.0, 0.0, 0.07282659662475066, 0.0, 0.0, 0.0, 0.03624600727671147, 0.0, 0.133114776862626, 0.03189543784801164, 0.026717678052002442, 0.0, 0.028066359301947754, 0.08880380253510435, 0.0, 0.09981754053599724, 0.09719194506364552, 0.38147115719654473, 0.32049694443658483, 0.0, 0.0, 0.0, 0.13766092966264915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02553150588618202, 0.06455551992638969, 0.0, 0.0, 0.0, 0.04102636580560464, 0.0, 0.0, 0.0, 0.026961916915638835, 0.0, 0.0, 0.0, 0.023332266682338787, 0.0, 0.034866067064114784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24220235726774478, 0.0, 0.0, 0.0, 0.0, 0.2763403701466791, 0.24601972968984423, 0.0, 0.11706391151778607, 0.0, 0.0, 0.023454923085640574, 0.14033632506322657, 0.0, 0.0, 0.0, 0.20831426143773704, 0.0, 0.12435604917253494, 0.08165454391249286, 0.0, 0.027956734008150852, 0.5361552082243534]"
1140,"['able', 'also', 'always', 'another', 'best', 'change', 'different', 'even', 'every', 'everyone', 'get', 'goal', 'good', 'help', 'job', 'keep', 'know', 'like', 'many', 'new', 'nt', 'one', 'others', 'people', 'person', 'play', 'reason', 'say', 'someone', 'something', 'student', 'thing', 'time', 'try', 'want', 'way', 'work', 'world']","[0.13148567908854028, 0.0, 0.0, 0.04176647768122775, 0.204998746676758, 0.12035463857048283, 0.0, 0.0, 0.1720930825565921, 0.0, 0.0, 0.12702532839213784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12010495653967776, 0.10746662923934729, 0.060842841192699434, 0.06383513757901202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18153306331828437, 0.0, 0.0, 0.07405457239135754, 0.0, 0.03633141268413685, 0.0, 0.0, 0.03976316964901816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05773163835298732, 0.13086819579682446, 0.0, 0.1703654854868265, 0.0, 0.0, 0.17607303355112858, 0.0, 0.0, 0.29561855106347495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5889570152979248, 0.15273115528714737, 0.07636557764357368, 0.0, 0.05705762298538526, 0.0, 0.369754199466697, 0.04982908115034831, 0.0, 0.07116747956870846, 0.0, 0.0, 0.0, 0.050963610279909484, 0.05385543526159178, 0.0, 0.0, 0.0, 0.059044975943982905, 0.18186467866574593, 0.0, 0.044734042024924515, 0.0, 0.0, 0.0, 0.0, 0.11515054073441136, 0.0, 0.03552535229088978, 0.11839023950790935, 0.0, 0.03787801465067426, 0.09029970270126804, 0.12210371574042077, 0.0, 0.12285458168597245, 0.0, 0.0]"
1141,"['able', 'agree', 'also', 'bad', 'better', 'could', 'day', 'even', 'everyone', 'family', 'feel', 'friend', 'generic', 'go', 'going', 'good', 'hard', 'help', 'job', 'kid', 'know', 'learn', 'life', 'lot', 'make', 'many', 'need', 'never', 'new', 'one', 'online', 'others', 'parent', 'people', 'person', 'positive', 'really', 'reason', 'see', 'take', 'technology', 'thing', 'think', 'time', 'use', 'want', 'way', 'work', 'world', 'would', 'year']","[0.08175695179665335, 0.0, 0.0376135951698978, 0.02597012789659574, 0.0, 0.0, 0.0, 0.0678379437800861, 0.0, 0.014184913729072, 0.0, 0.0, 0.0, 0.0, 0.0694412380463034, 0.046572965472586, 0.0, 0.0, 0.03341103033948545, 0.0, 0.039692279053946664, 0.0, 0.0, 0.05557868015394206, 0.01801966636922118, 0.0, 0.03309597888768489, 0.0, 0.12321390472080482, 0.0, 0.0, 0.027186647950602813, 0.0, 0.014279501162339824, 0.03388595901977791, 0.0, 0.016928269543516686, 0.024724483813083658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01794858119411112, 0.0, 0.02233706639529581, 0.013241520750884072, 0.0812454273240671, 0.1558779308947511, 0.0, 0.10669203606570397, 0.03553824036261519, 0.06127123956776593, 0.0, 0.0, 0.0, 0.0, 0.05487034777739142, 0.07316798444168228, 0.05493145410640761, 0.0, 0.02374181315261348, 0.07776773096191539, 0.017739031978176594, 0.02113222875127137, 0.2194602988882791, 0.015491701506660946, 0.0, 0.0, 0.09531594701795813, 0.0, 0.06885477284192072, 0.047533268922377254, 0.0, 0.0, 0.034028817854272905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02977967755992965, 0.0, 0.8516145728834276, 0.05966655629623337, 0.04759987322188416, 0.011044718082376103, 0.0, 0.26825149768226303, 0.011776153264047778, 0.056147775880811775, 0.03796165358532914, 0.0, 0.03819509539945583, 0.07111863200171299, 0.07793803287688862]"
1142,"['bad', 'better', 'could', 'everyone', 'good', 'learn', 'like', 'make', 'one', 'person', 'think', 'want', 'would']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13985763062081094, 0.0, 0.17546537947610857, 0.0, 0.0, 0.0, 0.0, 0.07158152561356551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16366262870292372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046573836368855606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13399926154784045, 0.0, 0.09028436878986291, 0.0, 0.0976895587059792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04894714593547653, 0.0, 0.0, 0.0, 0.0, 0.12775343981711096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049066975763922945, 0.0, 0.0, 0.0, 0.29133870543182205, 0.0, 0.0, 0.0, 0.0, 0.8797274336908271, 0.0]"
1143,"['agree', 'always', 'attitude', 'bad', 'change', 'come', 'different', 'even', 'example', 'feel', 'friend', 'get', 'go', 'good', 'help', 'impression', 'keep', 'know', 'make', 'many', 'need', 'nt', 'one', 'people', 'person', 'say', 'school', 'see', 'self', 'start', 'success', 'take', 'thing', 'think', 'time', 'use', 'want', 'way', 'work']","[0.0, 0.0, 0.036626904354680356, 0.0, 0.031030789136638103, 0.0, 0.11112221321416961, 0.09908759853564465, 0.0, 0.0, 0.0, 0.26919065320869817, 0.0, 0.037054577921310644, 0.0, 0.0, 0.0, 0.07272145105402973, 0.1301383297297802, 0.0, 0.0, 0.026543678347565696, 0.0, 0.0, 0.03509393843516011, 0.0, 0.03222779550235289, 0.0, 0.0, 0.02198301911782885, 0.0, 0.026473479860494857, 0.0, 0.0, 0.21998035096581378, 0.0, 0.0, 0.02407590393181547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7051428834597322, 0.0, 0.03961920211021411, 0.0, 0.07736499186463656, 0.0, 0.0, 0.0, 0.0, 0.09228264229573842, 0.11932790902887612, 0.0, 0.0, 0.0, 0.0, 0.08014645918076, 0.0, 0.0, 0.1849520878011468, 0.06935703292543005, 0.0, 0.0, 0.0, 0.34599590360192184, 0.09051191200619334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06521704869149976, 0.02399886402857324, 0.099408491894077, 0.0829851420445496, 0.0, 0.0, 0.07823275242792725, 0.0, 0.046123339304799844, 0.05799697671940078, 0.0, 0.0, 0.04648109261056267, 0.023175609721935535, 0.021509979623077723, 0.0, 0.16074747448633872, 0.0458689510875072, 0.24603700960554822, 0.02464388826672812, 0.0, 0.0, 0.0, 0.0]"
1144,"['activity', 'also', 'bad', 'class', 'decision', 'feel', 'first', 'future', 'give', 'good', 'help', 'homework', 'important', 'know', 'lot', 'make', 'need', 'nt', 'reason', 'school', 'someone', 'student', 'thing', 'time', 'way', 'would']","[0.0, 0.42095864878334677, 0.0, 0.036785347855753, 0.0, 0.0, 0.0, 0.048044475747395045, 0.0, 0.0, 0.0, 0.0, 0.09439320808470561, 0.0, 0.0, 0.0, 0.14824815006076725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05104785762131767, 0.046235618998789085, 0.0, 0.20896708981869022, 0.0, 0.0, 0.04597124846544347, 0.0, 0.0, 0.0, 0.09599542943581098, 0.0, 0.0, 0.035020957202811356, 0.0, 0.0, 0.0, 0.13791996141240587, 0.0, 0.0, 0.048514484848054526, 0.0, 0.0, 0.0, 0.0, 0.11253559063703161, 0.0, 0.0, 0.0, 0.12953466082511547, 0.3020285165614895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038860510005845394, 0.0, 0.0, 0.16814527425944265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13465685182550866, 0.0, 0.279271155904592, 0.0, 0.0, 0.05200318771937514, 0.0, 0.0, 0.5909849435138013, 0.0, 0.0, 0.0, 0.0, 0.06761168177379745, 0.0, 0.2190198359997535, 0.0, 0.0, 0.0, 0.1192956466363761, 0.0, 0.0, 0.0, 0.2014717545962668, 0.0]"
1145,"['agree', 'also', 'better', 'day', 'even', 'example', 'family', 'feel', 'future', 'get', 'go', 'goal', 'good', 'hard', 'help', 'important', 'job', 'know', 'learn', 'life', 'like', 'lot', 'make', 'many', 'need', 'never', 'new', 'nt', 'one', 'people', 'person', 'reason', 'school', 'see', 'something', 'start', 'teacher', 'thing', 'think', 'try', 'use', 'want', 'way', 'work', 'world', 'would', 'year']","[0.0, 0.0, 0.056399307735850654, 0.03894063379380714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12761651381615566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046555560562521685, 0.0, 0.0, 0.0500978163181949, 0.0, 0.0, 0.1634913034493994, 0.0, 0.05555790969365986, 0.10807759314306732, 0.0, 0.0, 0.05530266392679087, 0.0, 0.16925086654655905, 0.0, 0.04076473193127229, 0.06904417476278947, 0.0, 0.03387329540552879, 0.0, 0.05076582970108145, 0.03707286593811534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05135699125563223, 0.0, 0.10765124148501602, 0.0, 0.0, 0.39709716678050394, 0.1949161556967202, 0.11686475799575392, 0.22982435344279037, 0.1371242107204095, 0.17762479634897474, 0.09187251258834798, 0.0, 0.0, 0.0, 0.0, 0.041137381522451485, 0.16456644142757645, 0.16473277656821542, 0.07119882160442537, 0.07119882160442537, 0.0, 0.0, 0.0, 0.09401926447752267, 0.2787464170908136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047515505134689225, 0.0, 0.03695423737019642, 0.1020483025555763, 0.0, 0.0, 0.21195005675371587, 0.12046535618949916, 0.0, 0.0, 0.0, 0.053378804056927485, 0.0, 0.4294386586411108, 0.03568656340749116, 0.0, 0.33114051392780247, 0.06188105738833289, 0.07063051419398551, 0.08419018911331791, 0.07589493366427573, 0.0, 0.057271232109130404, 0.04265523243816235, 0.05843167983139686]"
